
1,8.277063970105192E-5
2,8.554113364481197E-5
3,8.829816384936517E-5
4,9.104003967325136E-5
5,9.376517472498014E-5
6,9.647208212593128E-5
7,9.915937009641329E-5
8,1.0182573771655434E-4
9,1.0446997085644671E-4
10,1.070909382679952E-4
11,1.0968758783380661E-4
12,1.1225894296573724E-4
13,1.1480409914776946E-4
14,1.1732222061910935E-4
15,1.1981253718917895E-4
16,1.222743411831706E-4
17,1.2470698450983697E-4
18,1.2710987584929612E-4
19,1.294824779545234E-4
20,1.318243050629775E-4
21,1.3413492041558506E-4
22,1.3641393387442413E-4
23,1.386609996416599E-4
24,1.408758140701849E-4
25,1.4305811356507547E-4
26,1.4520767257408806E-4
27,1.4732430165853572E-4
28,1.4940784564676513E-4
29,1.5145818186512727E-4
30,1.5347521844089052E-4
31,1.5545889267909452E-4
32,1.5740916950734984E-4
33,1.5932603998480843E-4
34,1.612095198775254E-4
35,1.6305964829177455E-4
36,1.64876486368426E-4
37,1.6666011603128084E-4
38,1.6841063879091678E-4
39,1.7012817460049234E-4
40,1.7181286075906854E-4
41,1.734648508677772E-4
42,1.7508431382484702E-4
43,1.7667143287303233E-4
44,1.7822640468123652E-4
45,1.79749438473209E-4
46,1.812407551922135E-4
47,1.8270058670522005E-4
48,1.8412917503907167E-4
49,1.8552677165750708E-4
50,1.8689363676527293E-4
51,1.882300386482072E-4
52,1.8953625304218846E-4
53,1.9081256253317136E-4
54,1.920592559807588E-4
55,1.9327662797552492E-4
56,1.9446497831676623E-4
57,1.9562461151867439E-4
58,1.9675583633649296E-4
59,1.9785896532065195E-4
60,1.9893431438822162E-4
61,1.999822024187914E-4
62,2.0100295086766806E-4
63,2.0199688339950228E-4
64,2.029643255427871E-4
65,2.0390560435723515E-4
66,2.0482104812380442E-4
67,2.0571098604582616E-4
68,2.0657574796834055E-4
69,2.0741566411386358E-4
70,2.0823106482836806E-4
71,2.090222803454722E-4
72,2.097896405599542E-4
73,2.1053347481636564E-4
74,2.1125411170830333E-4
75,2.1195187888967126E-4
76,2.12627102897045E-4
77,2.132801089831382E-4
78,2.1391122095870685E-4
79,2.1452076104466755E-4
80,2.151090497344299E-4
81,2.1567640566555468E-4
82,2.1622314549540889E-4
83,2.1674958379147569E-4
84,2.1725603292344076E-4
85,2.1774280296593673E-4
86,2.1821020160794902E-4
87,2.1865853406710656E-4
88,2.1908810301241033E-4
89,2.194992084918468E-4
90,2.198921478653304E-4
91,2.2026721574697206E-4
92,2.2062470394423883E-4
93,2.2096490141354508E-4
94,2.212880942078499E-4
95,2.2159456544290634E-4
96,2.2188459525285253E-4
97,2.221584607626781E-4
98,2.2241643605891426E-4
99,2.2265879215943585E-4
100,2.228857969983622E-4
101,2.230977154038527E-4
102,2.2329480908389598E-4
103,2.2347733661387537E-4
104,2.236455534276871E-4
105,2.2379971181063496E-4
106,2.2394006089765384E-4
107,2.2406684666620436E-4
108,2.241803119424901E-4
109,2.24280696403234E-4
110,2.2436823657834282E-4
111,2.2444316585890078E-4
112,2.245057145060514E-4
113,2.245561096625437E-4
114,2.2459457535983773E-4
115,2.2462133253942085E-4
116,2.2463659905991307E-4
117,2.246405897183834E-4
118,2.246335162663371E-4
119,2.2461558742659093E-4
120,2.2458700891636596E-4
121,2.2454798346416283E-4
122,2.2449871083551898E-4
123,2.2443938785254858E-4
124,2.243702084188115E-4
125,2.2429136354240597E-4
126,2.2420304136172575E-4
127,2.241054271703291E-4
128,2.2399870344447237E-4
129,2.2388304986620255E-4
130,2.2375864335444362E-4
131,2.236256580916418E-4
132,2.2348426554863465E-4
133,2.2333463451662539E-4
134,2.231769311338283E-4
