1,8.304037775236361E-5
2,8.523518055800205E-5
3,8.74195092342156E-5
4,8.959255824769752E-5
5,9.175356862373141E-5
6,9.3901825885645E-5
7,9.603665820806517E-5
8,9.81574346405889E-5
9,1.0026356339709608E-4
10,1.0235449021067655E-4
11,1.0442969675017455E-4
12,1.0648869909624104E-4
13,1.0853104627606136E-4
14,1.1055631885270589E-4
15,1.125641275685485E-4
16,1.1455411204086552E-4
17,1.1652593950572943E-4
18,1.1847930361152947E-4
19,1.2041392325778943E-4
20,1.2232954147828323E-4
21,1.2422592436811541E-4
22,1.261028600509917E-4
23,1.279601576869016E-4
24,1.297976465182149E-4
25,1.3161517495241526E-4
26,1.334126096810273E-4
27,1.351898348322944E-4
28,1.369467511569411E-4
29,1.386832752456879E-4
30,1.403993387789626E-4
31,1.4209488780281276E-4
32,1.4376988203745888E-4
33,1.4542429420960623E-4
34,1.4705810941340047E-4
35,1.4867132449558618E-4
36,1.5026394746620042E-4
37,1.5183599693191496E-4
38,1.533875015526931E-4
39,1.549184995188746E-4
40,1.564290380526856E-4
41,1.579191729255136E-4
42,1.5938896799827518E-4
43,1.6083849477954715E-4
44,1.6226783199968509E-4
45,1.636770652067021E-4
46,1.6506628637413812E-4
47,1.6643559352846893E-4
48,1.6778509038983813E-4
49,1.6911488603055247E-4
50,1.704250945437913E-4
51,1.7171583473052365E-4
52,1.729872297961954E-4
53,1.742394070620712E-4
54,1.7547249768945505E-4
55,1.7668663641412508E-4
56,1.778819612914262E-4
57,1.790586134573502E-4
58,1.802167368936125E-4
59,1.8135647820605172E-4
60,1.8247798641413127E-4
61,1.8358141274799067E-4
62,1.8466691045349037E-4
63,1.8573463460835882E-4
64,1.8678474194544492E-4
65,1.878173906839642E-4
66,1.8883274036918252E-4
67,1.898309517183172E-4
68,1.9081218647443166E-4
69,1.9177660726610313E-4
70,1.9272437747597237E-4
71,1.936556611141782E-4
72,1.9457062269534475E-4
73,1.9546942712711513E-4
74,1.9635223959868497E-4
75,1.97219225478662E-4
76,1.980705502138136E-4
77,1.9890637923980492E-4
78,1.9972687788838428E-4
79,2.005322113047825E-4
80,2.0132254436733277E-4
81,2.0209804161241962E-4
82,2.0285886716209234E-4
83,2.036051846565634E-4
84,2.043371571902597E-4
85,2.0505494725053808E-4
86,2.0575871666039802E-4
87,2.0644862652829943E-4
88,2.0712483719176333E-4
89,2.077875081720748E-4
90,2.0843679813253857E-4
91,2.0907286483140552E-4
92,2.0969586508456928E-4
93,2.1030595473092717E-4
94,2.1090328859330043E-4
